Id,SalePrice
1909,125932.0
1910,116936.0
1911,211502.0
1912,278995.0
1913,156936.0
1914,63388.3
1915,344526.0
1916,75629.1
1917,251908.0
1918,144732.0
1919,180498.0
1920,165588.0
1921,361711.0
1922,299514.0
1923,233714.0
1924,229300.0
1925,222852.0
1926,365536.0
1927,125076.0
1928,179087.0
1929,122586.0
1930,118280.0
1931,140673.0
1932,126936.0
1933,170774.0
1934,194985.0
1935,170255.0
1936,197176.0
1937,187993.0
1938,164219.0
1939,243781.0
1940,205920.0
1941,191635.0
1942,176451.0
1943,205492.0
1944,341686.0
1945,355692.0
1946,162965.0
1947,262483.0
1948,210476.0
1949,254790.0
1950,195206.0
1951,264622.0
1952,226074.0
1953,196177.0
1954,208043.0
1955,136237.0
1956,327418.0
1957,167348.0
1958,309921.0
1959,144950.0
1960,99062.6
1961,110125.0
1962,88931.0
1963,102918.0
1964,103043.0
1965,149776.0
1966,148305.0
1967,288801.0
1968,408865.0
1969,344480.0
1970,378553.0
1971,439759.0
1972,362943.0
1973,274141.0
1974,321492.0
1975,329798.0
1976,292526.0
1977,385476.0
1978,347649.0
1979,302732.0
1980,203445.0
1981,333735.0
1982,214988.0
1983,194279.0
1984,169664.0
1985,227801.0
1986,222175.0
1987,172519.0
1988,179311.0
1989,193987.0
1990,211322.0
1991,218303.0
1992,242964.0
1993,164743.0
1994,227343.0
1995,199595.0
1996,259230.0
1997,312809.0
1998,322897.0
1999,278411.0
2000,319567.0
2001,274616.0
2002,235473.0
2003,265875.0
2004,304412.0
2005,239323.0
2006,208554.0
2007,258657.0
2008,203939.0
2009,186731.0
2010,199109.0
2011,116535.0
2012,171212.0
2013,170807.0
2014,173557.0
2015,212014.0
2016,183402.0
2017,192653.0
2018,103459.0
2019,129626.0
2020,104218.0
2021,106095.0
2022,223384.0
2023,124280.0
2024,260638.0
2025,353403.0
2026,177751.0
2027,152548.0
2028,154881.0
2029,168257.0
2030,268325.0
2031,248795.0
2032,264171.0
2033,259478.0
2034,161908.0
2035,248767.0
2036,202327.0
2037,216162.0
2038,311339.0
2039,229691.0
2040,380582.0
2041,294994.0
2042,215045.0
2043,186005.0
2044,201430.0
2045,224657.0
2046,140276.0
2047,140973.0
2048,138700.0
2049,139985.0
2050,177823.0
2051,88157.8
2052,128422.0
2053,137153.0
2054,64169.8
2055,152266.0
2056,132136.0
2057,101654.0
2058,203519.0
2059,122992.0
2060,183643.0
2061,182451.0
2062,125499.0
2063,109240.0
2064,145234.0
2065,130347.0
2066,183359.0
2067,121575.0
2068,142682.0
2069,75501.8
2070,110415.0
2071,98888.1
2072,155495.0
2073,135763.0
2074,195272.0
2075,139899.0
2076,132504.0
2077,135477.0
2078,106431.0
2079,143371.0
2080,114854.0
2081,113373.0
2082,128061.0
2083,153082.0
2084,99897.3
2085,115836.0
2086,131962.0
2087,117664.0
2088,105758.0
2089,88770.5
2090,122150.0
2091,86475.8
2092,126731.0
2093,128449.0
2094,127317.0
2095,160309.0
2096,91212.0
2097,115281.0
2098,166379.0
2099,35104.3
2100,62459.9
2101,119673.0
2102,150875.0
2103,101992.0
2104,142914.0
2105,146949.0
2106,53694.8
2107,242021.0
2108,119225.0
2109,98580.8
2110,123867.0
2111,153126.0
2112,137231.0
2113,118136.0
2114,132628.0
2115,163992.0
2116,127938.0
2117,144092.0
2118,126095.0
2119,122040.0
2120,98162.1
2121,107679.0
2122,138602.0
2123,97764.3
2124,174810.0
2125,144402.0
2126,164406.0
2127,190425.0
2128,149161.0
2129,91250.9
2130,147662.0
2131,171434.0
2132,129391.0
2133,148271.0
2134,138666.0
2135,112825.0
2136,72403.5
2137,115626.0
2138,131146.0
2139,150342.0
2140,136625.0
2141,146731.0
2142,115163.0
2143,148051.0
2144,121806.0
2145,138501.0
2146,169539.0
2147,132240.0
2148,144722.0
2149,139612.0
2150,223958.0
2151,118956.0
2152,161159.0
2153,181536.0
2154,111276.0
2155,136058.0
2156,252730.0
2157,242357.0
2158,228415.0
2159,218859.0
2160,183886.0
2161,253482.0
2162,431821.0
2163,376115.0
2164,253424.0
2165,202459.0
2166,155556.0
2167,219196.0
2168,189930.0
2169,196858.0
2170,223640.0
2171,153522.0
2172,144170.0
2173,163526.0
2174,229856.0
2175,308908.0
2176,305533.0
2177,245436.0
2178,231527.0
2179,133228.0
2180,253533.0
2181,191518.0
2182,217368.0
2183,186535.0
2184,127800.0
2185,109644.0
2186,162532.0
2187,156655.0
2188,161392.0
2189,269393.0
2190,88670.0
2191,78768.5
2192,95043.4
2193,119838.0
2194,102911.0
2195,106997.0
2196,104225.0
2197,111971.0
2198,187114.0
2199,192519.0
2200,151834.0
2201,133214.0
2202,215419.0
2203,154801.0
2204,159571.0
2205,115609.0
2206,147242.0
2207,226432.0
2208,267591.0
2209,241400.0
2210,108377.0
2211,120518.0
2212,130406.0
2213,103178.0
2214,130685.0
2215,103376.0
2216,155525.0
2217,12471.6
2218,103047.0
2219,95101.0
2220,84253.7
2221,346070.0
2222,275196.0
2223,314307.0
2224,227863.0
2225,134495.0
2226,191443.0
2227,214606.0
2228,281712.0
2229,264078.0
2230,129052.0
2231,221538.0
2232,192146.0
2233,189430.0
2234,256502.0
2235,226281.0
2236,274080.0
2237,320119.0
2238,242929.0
2239,109885.0
2240,177619.0
2241,161530.0
2242,131881.0
2243,121533.0
2244,98444.0
2245,117045.0
2246,143728.0
2247,140293.0
2248,120569.0
2249,114138.0
2250,128565.0
2251,141505.0
2252,196835.0
2253,153171.0
2254,157350.0
2255,203115.0
2256,170297.0
2257,217335.0
2258,155861.0
2259,181325.0
2260,166346.0
2261,191714.0
2262,200402.0
2263,359432.0
2264,484580.0
2265,148923.0
2266,278006.0
2267,364914.0
2268,334513.0
2269,158430.0
2270,195723.0
2271,225539.0
2272,195230.0
2273,159919.0
2274,192922.0
2275,212216.0
2276,196052.0
2277,201013.0
2278,140868.0
2279,106154.0
2280,108042.0
2281,174787.0
2282,194611.0
2283,108011.0
2284,109438.0
2285,153013.0
2286,115120.0
2287,343529.0
2288,264421.0
2289,350946.0
2290,388571.0
2291,325216.0
2292,419561.0
2293,430801.0
2294,389693.0
2295,470887.0
2296,278545.0
2297,322204.0
2298,352322.0
2299,374785.0
2300,322951.0
2301,303755.0
2302,247399.0
2303,226866.0
2304,244074.0
2305,200382.0
2306,199338.0
2307,199230.0
2308,240698.0
2309,271485.0
2310,201529.0
2311,208832.0
2312,166348.0
2313,155347.0
2314,156841.0
2315,173726.0
2316,190266.0
2317,201619.0
2318,176651.0
2319,179421.0
2320,166497.0
2321,244628.0
2322,186026.0
2323,186463.0
2324,185402.0
2325,220195.0
2326,168784.0
2327,199119.0
2328,215394.0
2329,195342.0
2330,189399.0
2331,359793.0
2332,375942.0
2333,317738.0
2334,257719.0
2335,280682.0
2336,315349.0
2337,194148.0
2338,266299.0
2339,230870.0
2340,384816.0
2341,254747.0
2342,229696.0
2343,227746.0
2344,222200.0
2345,231206.0
2346,202472.0
2347,191766.0
2348,238490.0
2349,171349.0
2350,319686.0
2351,257233.0
2352,261462.0
2353,255524.0
2354,134946.0
2355,136551.0
2356,132446.0
2357,182793.0
2358,188622.0
2359,121957.0
2360,96804.4
2361,154467.0
2362,276708.0
2363,147933.0
2364,160850.0
2365,235080.0
2366,189799.0
2367,218688.0
2368,221664.0
2369,234384.0
2370,164910.0
2371,148582.0
2372,193681.0
2373,276302.0
2374,330293.0
2375,245811.0
2376,311378.0
2377,340637.0
2378,157753.0
2379,213173.0
2380,155325.0
2381,177145.0
2382,223692.0
2383,212163.0
2384,250043.0
2385,191351.0
2386,136113.0
2387,120256.0
2388,98403.8
2389,127631.0
2390,157206.0
2391,148855.0
2392,102636.0
2393,190763.0
2394,131755.0
2395,228791.0
2396,141448.0
2397,229235.0
2398,117969.0
2399,51967.2
2400,54629.1
2401,94148.4
2402,134715.0
2403,141903.0
2404,155761.0
2405,164255.0
2406,131723.0
2407,151884.0
2408,139725.0
2409,119900.0
2410,179503.0
2411,113849.0
2412,165808.0
2413,117833.0
2414,143439.0
2415,131725.0
2416,140347.0
2417,134775.0
2418,121816.0
2419,116747.0
2420,111658.0
2421,121222.0
2422,114174.0
2423,132256.0
2424,95123.8
2425,270262.0
2426,169867.0
2427,137795.0
2428,161864.0
2429,115109.0
2430,142524.0
2431,97655.3
2432,131785.0
2433,121048.0
2434,143196.0
2435,144454.0
2436,99841.3
2437,101909.0
2438,125538.0
2439,100757.0
2440,124798.0
2441,132290.0
2442,104125.0
2443,140709.0
2444,132153.0
2445,108189.0
2446,156699.0
2447,214980.0
2448,133918.0
2449,113107.0
2450,167717.0
2451,126726.0
2452,236547.0
2453,97909.3
2454,112654.0
2455,120942.0
2456,140938.0
2457,137739.0
2458,136529.0
2459,104018.0
2460,138707.0
2461,115189.0
2462,124043.0
2463,128919.0
2464,210236.0
2465,146542.0
2466,129310.0
2467,149960.0
2468,105638.0
2469,99843.3
2470,200685.0
2471,205930.0
2472,190381.0
2473,132378.0
2474,72539.2
2475,245504.0
2476,109752.0
2477,113830.0
2478,145207.0
2479,99276.0
2480,137438.0
2481,112668.0
2482,125658.0
2483,97564.4
2484,114096.0
2485,116626.0
2486,132142.0
2487,142270.0
2488,167528.0
2489,146079.0
2490,159012.0
2491,70303.1
2492,173338.0
2493,158682.0
2494,161801.0
2495,81218.5
2496,244279.0
2497,158679.0
2498,98814.0
2499,63272.8
2500,120117.0
2501,154152.0
2502,144912.0
2503,97323.1
2504,240412.0
2505,233440.0
2506,271915.0
2507,306048.0
2508,269838.0
2509,219779.0
2510,216878.0
2511,176891.0
2512,201198.0
2513,218413.0
2514,281725.0
2515,137433.0
2516,176439.0
2517,137439.0
2518,153524.0
2519,235546.0
2520,237746.0
2521,193781.0
2522,225474.0
2523,126121.0
2524,138414.0
2525,149031.0
2526,140338.0
2527,106398.0
2528,136279.0
2529,132582.0
2530,102095.0
2531,258057.0
2532,228255.0
2533,202089.0
2534,218270.0
2535,289950.0
2536,246179.0
2537,248210.0
2538,181128.0
2539,199152.0
2540,172536.0
2541,179890.0
2542,159141.0
2543,125078.0
2544,119524.0
2545,143994.0
2546,130780.0
2547,150936.0
2548,150686.0
2549,159783.0
2550,628443.0
2551,133229.0
2552,146779.0
2553,89551.7
2554,97840.7
2555,118267.0
2556,83837.0
2557,121684.0
2558,85206.2
2559,130501.0
2560,152308.0
2561,136547.0
2562,141986.0
2563,131474.0
2564,190263.0
2565,149198.0
2566,145211.0
2567,130851.0
2568,222452.0
2569,237023.0
2570,112139.0
2571,164019.0
2572,172178.0
2573,222375.0
2574,344311.0
2575,137721.0
2576,113370.0
2577,141378.0
2578,93960.9
2579,41161.9
2580,115263.0
2581,146998.0
2582,108181.0
2583,277492.0
2584,185111.0
2585,190803.0
2586,229977.0
2587,217602.0
2588,159329.0
2589,166405.0
2590,220626.0
2591,243541.0
2592,216837.0
2593,266191.0
2594,177872.0
2595,206301.0
2596,326533.0
2597,192240.0
2598,270145.0
2599,313485.0
2600,202018.0
2601,183585.0
2602,74283.5
2603,86915.8
2604,83482.7
2605,80197.7
2606,145459.0
2607,207805.0
2608,184566.0
2609,170521.0
2610,109683.0
2611,146869.0
2612,155377.0
2613,122252.0
2614,108394.0
2615,181479.0
2616,139984.0
2617,219310.0
2618,218900.0
2619,240322.0
2620,201012.0
2621,182816.0
2622,190143.0
2623,249313.0
2624,336918.0
2625,280128.0
2626,163183.0
2627,169244.0
2628,448238.0
2629,474146.0
2630,347495.0
2631,452445.0
2632,425827.0
2633,285895.0
2634,395085.0
2635,163668.0
2636,175340.0
2637,192019.0
2638,244046.0
2639,183405.0
2640,161439.0
2641,77772.8
2642,195500.0
2643,98554.1
2644,118115.0
2645,112273.0
2646,94904.5
2647,92006.1
2648,138087.0
2649,136679.0
2650,154293.0
2651,148216.0
2652,380691.0
2653,253542.0
2654,241306.0
2655,408460.0
2656,334357.0
2657,335373.0
2658,312552.0
2659,292462.0
2660,345338.0
2661,333925.0
2662,351526.0
2663,283483.0
2664,259466.0
2665,337817.0
2666,270351.0
2667,161169.0
2668,167730.0
2669,177262.0
2670,294571.0
2671,186206.0
2672,199136.0
2673,207897.0
2674,209718.0
2675,162604.0
2676,202103.0
2677,210284.0
2678,256059.0
2679,291683.0
2680,285914.0
2681,413876.0
2682,335730.0
2683,526325.0
2684,306702.0
2685,301571.0
2686,244945.0
2687,309607.0
2688,207654.0
2689,193205.0
2690,396418.0
2691,176831.0
2692,139727.0
2693,199334.0
2694,126108.0
2695,196226.0
2696,181956.0
2697,191816.0
2698,194882.0
2699,169312.0
2700,150291.0
2701,146804.0
2702,100175.0
2703,127541.0
2704,140280.0
2705,95584.9
2706,87937.0
2707,130009.0
2708,131536.0
2709,109356.0
2710,130267.0
2711,161122.0
2712,378704.0
2713,179159.0
2714,152262.0
2715,153578.0
2716,139911.0
2717,181838.0
2718,221608.0
2719,128076.0
2720,190637.0
2721,137830.0
2722,153861.0
2723,158784.0
2724,113497.0
2725,123124.0
2726,149815.0
2727,172830.0
2728,199654.0
2729,148246.0
2730,143541.0
2731,139678.0
2732,127807.0
2733,159748.0
2734,155855.0
2735,145188.0
2736,145461.0
2737,110073.0
2738,132978.0
2739,159662.0
2740,135180.0
2741,156140.0
2742,170025.0
2743,143884.0
2744,174360.0
2745,148910.0
2746,137287.0
2747,149292.0
2748,98484.5
2749,130173.0
2750,141165.0
2751,133198.0
2752,226833.0
2753,120280.0
2754,260349.0
2755,148495.0
2756,89212.1
2757,59961.2
2758,106124.0
2759,171957.0
2760,153558.0
2761,155872.0
2762,150759.0
2763,179035.0
2764,157210.0
2765,298742.0
2766,110834.0
2767,66058.1
2768,121826.0
2769,124564.0
2770,155602.0
2771,92480.5
2772,108283.0
2773,190970.0
2774,144561.0
2775,131497.0
2776,150000.0
2777,141374.0
2778,123018.0
2779,128200.0
2780,118789.0
2781,103513.0
2782,91937.5
2783,109973.0
2784,128639.0
2785,134356.0
2786,68500.5
2787,142437.0
2788,78278.3
2789,206482.0
2790,116965.0
2791,122877.0
2792,69596.1
2793,170936.0
2794,94585.9
2795,108804.0
2796,94809.3
2797,204436.0
2798,121388.0
2799,129958.0
2800,83212.6
2801,123363.0
2802,118380.0
2803,163440.0
2804,126826.0
2805,100277.0
2806,90701.8
2807,177845.0
2808,162742.0
2809,135822.0
2810,134740.0
2811,167982.0
2812,148223.0
2813,149223.0
2814,140702.0
2815,89816.3
2816,221881.0
2817,153299.0
2818,133363.0
2819,187126.0
2820,146551.0
2821,85356.5
2822,232657.0
2823,338234.0
2824,207463.0
2825,141603.0
2826,132886.0
2827,135266.0
2828,223106.0
2829,234639.0
2830,234959.0
2831,194039.0
2832,240748.0
2833,304521.0
2834,218694.0
2835,217487.0
2836,201498.0
2837,182711.0
2838,138384.0
2839,173397.0
2840,216135.0
2841,204312.0
2842,243532.0
2843,149234.0
2844,189319.0
2845,119818.0
2846,206343.0
2847,221460.0
2848,220679.0
2849,194650.0
2850,302126.0
2851,229797.0
2852,256845.0
2853,246455.0
2854,145175.0
2855,205298.0
2856,204262.0
2857,188822.0
2858,214832.0
2859,119499.0
2860,138380.0
2861,144137.0
2862,204067.0
2863,139454.0
2864,277664.0
2865,133040.0
2866,161081.0
2867,101401.0
2868,126761.0
2869,109738.0
2870,137744.0
2871,79237.1
2872,32532.6
2873,85226.5
2874,158103.0
2875,136685.0
2876,153679.0
2877,149561.0
2878,164303.0
2879,139687.0
2880,107884.0
2881,137621.0
2882,176747.0
2883,195608.0
2884,210538.0
2885,194429.0
2886,240469.0
2887,112967.0
2888,157977.0
2889,64597.9
2890,75947.8
2891,139725.0
2892,42341.5
2893,84943.1
2894,73031.3
2895,308372.0
2896,281992.0
2897,222402.0
2898,158620.0
2899,219445.0
2900,166842.0
2901,212296.0
2902,193184.0
2903,334712.0
2904,323778.0
2905,58079.0
2906,225156.0
2907,96641.2
2908,126918.0
2909,146123.0
2910,84395.6
2911,74692.4
2912,134880.0
2913,79600.5
2914,70377.2
2915,87264.6
2916,82664.9
2917,184990.0
2918,109613.0
2919,249718.0
